snapshot_index,operational_step,operational_time_model_units,time_seconds,grid_index,log_price_coordinate,book_1_density,book_2_density,book_1_boundary_log_price,book_2_boundary_log_price,initial_book_displacement,clock,software_version
0,0,0.0,0.0,136,3.6000000000000014,-1.4931611757739764,-1.492375093666913,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,137,3.700000000000001,-1.4926767704923802,-1.4895792685591365,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,138,3.8000000000000007,-1.4902571031392458,-1.4849541598574971,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,139,3.9000000000000004,-1.485990565473621,-1.4785889959720673,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,140,4.0,-1.4799662930085398,-1.4705730716496914,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,141,4.100000000000001,-1.4722735958442807,-1.460995227738579,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,142,4.200000000000001,-1.4630014302444476,-1.4499433740614445,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,143,4.300000000000001,-1.4522379129835528,-1.4375040566559634,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,144,4.4,-1.4400698798481748,-1.42376207003242,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,145,4.5,-1.4265824890581855,-1.408800114528815,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,146,4.600000000000001,-1.4118588697970111,-1.392698498319014,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,147,4.700000000000001,-1.3959798155062482,-1.375534883154095,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,148,4.800000000000001,-1.3790235211148016,-1.3573840724940465,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,149,4.9,-1.361065362939419,-1.3383178403184077,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,150,5.0,-1.3421777196143152,-1.3184047985911622,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,151,5.100000000000001,-1.3224298320835606,-1.2977103010970896,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,152,5.200000000000001,-1.3018877004211409,-1.276296381162767,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
