figure_id,aggregation_scale,aggregation_unit,mechanism,varied_parameter,perturbation_factor,clock_rate,response_rate,coupling_strength,source_amplitude,source_width,front_slope_abs,normalized_correlation,software_version
F4,0.08912509381337455,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.02195395795333377,1.0.0
F4,0.09261187281287933,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.022799694017416883,1.0.0
F4,0.09623506263980887,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.023677480472673818,1.0.0
F4,0.1,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.024588490014280207,1.0.0
F4,0.10391223038351691,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.02553393492160938,1.0.0
F4,0.10797751623277094,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.026515068126593988,1.0.0
F4,0.1122018454301963,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.027533184288172752,1.0.0
F4,0.11659144011798311,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.028589620870516974,1.0.0
F4,0.12115276586285889,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.02968575922247685,1.0.0
F4,0.12589254117941676,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.030823025655404845,1.0.0
